GISJOIN,GEOID,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSA,SMSAA,COUNTY,COUNTYA,TRACTA,BLCK_GRPA,BLOCKA,SCSAA,SEA,CBD,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,C7L001,C7M001,C7M002,C7M003,C7N001,C75001,C8Y001,C8Z001,C8Z002,C8Z003,C9A001,C9B001,C9B002,C9C001,C9C002,C9D001,C9D002,C9D003,C9D004,C9D005,C9D006,C9D007,C9D008,C9D009,C9D010,C9D011,C9D012,C9D013,C9D014,C9D015,C9E001,C9E002,C9E003,C9E004,C9E005,C9F001,C9G001,C9G002,C9G003,C9G004,C67001,C67002,C67003,C67004,C67005,C67006,C67007,C67008,C67009,C67010,C67011,C67012,C67013,C67014,C67015,C67016,C67017,C67018,C67019,C67020,C67021,C67022,C67023,C67024,C67025,C67026,C68001,C68002,C68003,C68004,C68005,C68006,C68007,C68008,C68009,C68010,C68011,C68012,C68013,C68014,C68015,C68016,C68017,C68018,C68019,C68020,C68021,C68022,C68023,C68024,C68025,C68026,C68027,C68028,C68029,C68030,C68031,C68032,C68033,C68034,C68035,C68036,C68037,C68038,C68039,C68040,C68041,C68042,C68043,C68044,C68045,C68046,C68047,C68048,C68049,C68050,C68051,C68052,C69001,C7A001,C7A002,C7B001,C7B002,C7B003,C7B004,C7C001,C7C002,C7C003,C7C004,C7C005,C7C006,C7C007,C7C008,C7C009,C7C010,C7C011,C7C012,C7C013,C7C014,C7C015,C7C016,C7C017,C7C018,C7C019,C7C020,C7D001,C7D002,C7D003,C7D004,C7E001,C7E002,C7E003,C7E004,C7E005,C7E006,C7E007,C7E008,C7E009,C7E010,C7E011,C7E012,C7F001,C7F002,C7F003,C7F004,C7F005,C7F006,C7F007,C7F008,C7F009,C7F010,C7G001,C7G002,C7G003,C7G004,C7G005,C7G006,C7G007,C7G008,C7G009,C7H001,C7H002,C7H003,C7H004,C7H005,C7H006,C7H007,C7I001,C7I002,C7I003,C7I004,C7I005,C7I006,C7I007,C7J001,C7J002,C7K001,C7K002,C7K003,C7K004,C7O001,C7O002,C7O003,C7O004,C7O005,C7O006,C7O007,C7O008,C7O009,C7P001,C7P002,C7P003,C7Q001,C7Q002,C7Q003,C7R001,C7R002,C7S001,C7S002,C7S003,C7S004,C7T001,C7U001,C7U002,C7U003,C7U004,C7V001,C7W001,C7W002,C7X001,C7X002,C7X003,C7X004,C7X005,C7Y001,C7Y002,C7Y003,C7Y004,C7Y005,C7Y006,C7Y007,C7Y008,C7Y009,C7Y010,C7Z001,C70001,C70002,C70003,C71001,C71002,C72001,C72002,C72003,C72004,C72005,C72006,C73001,C74001,C74002,C74003,C74004,C76001,C76002,C76003,C76004,C76005,C76006,C77001,C78001,C79001,C79002,C79003,C79004,C79005,C8A001,C8A002,C8A003,C8A004,C8A005,C8A006,C8B001,C8B002,C8B003,C8B004,C8B005,C8B006,C8B007,C8B008,C8B009,C8B010,C8B011,C8B012,C8C001,C8D001,C8E001,C8F001,C8F002,C8G001,C8G002,C8G003,C8H001,C8H002,C8H003,C8H004,C8H005,C8H006,C8I001,C8I002,C8I003,C8I004,C8I005,C8I006,C8I007,C8I008,C8I009,C8I010,C8I011,C8I012,C8I013,C8J001,C8K001,C8K002,C8L001,C8L002,C8M001,C8M002,C8N001,C8N002,C8N003,C8N004,C8N005,C8N006,C8N007,C8N008,C8N009,C8N010,C8N011,C8N012,C8N013,C8N014,C8O001,C8P001,C8P002,C8Q001,C8Q002,C8R001,C8R002,C8S001,C8S002,C8S003,C8S004,C8T001,C8T002,C8T003,C8T004,C8U001,C8V001,C8V002,C8W001,C8X001,C8X002,C80001,C81001,C81002,C82001,C83001,C84001,C85001,C85002,C85003,C85004,C86001,C87001,C87002,C87003,C87004,C87005,C87006,C87007,C88001,C89001,C89002,C89003,C89004,C89005,C89006,C89007,C89008,C89009
G1100010009902206,11001009902206,1980,S,3,5,District Of Columbia,11,"WASHINGTON, D.C.-MD.-VA.",8840,District Of Columbia,001,009902,2,206,,A,,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,145,145,0,0,40,46,46,46,0,0,46,46,0,66,79,4,141,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,2,2,1,1,3,14,3,3,4,9,3,2,4,4,5,10,2,22,29,8,1,3,10,0,0,0,1,1,1,1,1,4,3,2,0,5,2,1,2,1,4,7,1,7,11,4,0,2,5,0,0,0,1,1,0,0,2,10,0,1,4,4,1,1,2,3,1,3,1,15,18,4,1,1,5,0,0,35.2,27.9,38,4,38,93,10,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,27,2,0,5,21,27,3,9,5,40,26,71,0,2,4,2,0,0,1,3,26,0,14,1,1,0,21,13,8,0,0,0,4,38,15,0,9,0,4,3,2,0,1,0,0,0,0,0,9,1,0,6,1,2,5,,,,,2,0,0,0,0,46,42,4,2,44,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,3,2,8,33,5.6,274,,,0,0,0,4,17,11,6,1,7,,,,,,,,,,,,,2.68,3.15,145,,,41,4,1,,,,,,,0,0,0,0,1,4,7,12,13,0,0,0,0,45400,1758750,0,37,0,0,0,,,,,,,,,,,,,,,,,0,,0,45,1,45,1,0,0,,,,,0,,,30,,,2,30,0,0,0,0,41,4,0,1,0,35,10,2,12,1,20,2,0,11,0,0,5,1,3,2,2,0
G1100010009902207,11001009902207,1980,S,3,5,District Of Columbia,11,"WASHINGTON, D.C.-MD.-VA.",8840,District Of Columbia,001,009902,2,207,,A,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,87,87,0,0,25,33,34,34,0,0,34,33,1,33,54,0,85,0,0,0,0,0,0,0,0,0,0,0,0,2,85,0,0,0,2,2,0,0,0,2,2,0,1,2,0,4,5,0,0,2,1,0,1,0,2,5,9,8,5,24,7,4,3,1,1,0,0,0,0,1,0,1,2,0,0,0,1,0,1,0,2,3,1,3,2,7,3,4,1,0,1,0,2,0,1,1,0,3,3,0,0,2,0,0,0,0,0,2,8,5,3,17,4,0,2,1,0,0,38,42.5,35,3,14,68,2,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,8,17,1,1,2,8,17,5,11,3,25,17,35,1,1,7,1,0,0,1,6,17,0,8,0,1,0,10,6,1,0,0,0,3,14,7,0,5,0,0,0,0,0,0,1,1,0,0,1,6,1,1,0,1,1,1,,,,,2,0,0,0,1,33,29,4,0,32,0,0,1,0,,0,0,,0,,0,0,,1,0,0,1,,,,,,,,,0,,,0,0,0,2,1,0,12,19,5.6,191,,,0,0,6,7,11,7,4,3,1,,,,,,,,,,,,,2.36,2.64,87,,,32,0,1,,,,,,,0,0,0,0,0,1,1,14,8,1,0,0,0,47500,1240000,0,25,0,0,0,,,,,,,,,,,,,,,,,0,,0,34,0,33,0,1,0,,,,,0,,,4,,,0,4,0,0,0,0,30,4,0,0,3,36,6,7,21,4,8,4,1,7,0,1,1,0,0,0,0,0
G1100010009902208,11001009902208,1980,S,3,5,District Of Columbia,11,"WASHINGTON, D.C.-MD.-VA.",8840,District Of Columbia,001,009902,2,208,,A,,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,409,409,0,0,104,118,119,119,0,0,119,118,1,190,219,8,401,0,0,0,0,0,0,0,0,0,0,0,0,0,407,2,0,0,0,2,0,2,0,0,7,7,12,7,9,19,28,5,10,8,5,13,8,10,8,17,29,43,50,47,28,10,8,13,5,3,2,4,3,4,4,7,12,1,7,3,2,10,3,3,5,7,17,21,22,21,16,3,4,5,2,2,5,3,9,3,5,12,16,4,3,5,3,3,5,7,3,10,12,22,28,26,12,7,4,8,3,1,30.3,30.2,30.3,26,91,271,21,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,60,79,4,3,7,50,76,9,15,12,104,74,204,5,10,4,8,0,0,6,4,74,5,25,4,0,0,66,24,24,3,0,0,26,88,50,1,17,2,6,4,8,1,0,2,0,0,0,5,22,0,2,13,0,7,8,7,8,0,0,9,0,1,0,0,118,110,8,2,116,0,0,0,,,0,0,0,,,0,0,0,1,0,1,0,,,,,,,,,24,23,0,0,1,0,0,4,7,27,81,5.6,714,662,46,0,6,0,10,31,28,16,16,17,10,31,25,15,13,16,0,0,3,1,3,1,3.14,3.47,409,375,34,111,5,2,103,5,2,8,0,0,0,0,0,3,4,2,12,18,33,4,0,0,0,49400,3836250,0,76,0,1427500,0,0,0,0,0,0,1,0,0,2,1,1,2,0,0,275,2116,450,7,1,119,0,118,0,1,0,110,0,8,0,0,0,0,46,46,0,0,46,0,0,1,0,107,10,2,0,2,127,25,17,60,5,58,17,1,20,0,0,7,3,1,1,3,2
G1100010009902209,11001009902209,1980,S,3,5,District Of Columbia,11,"WASHINGTON, D.C.-MD.-VA.",8840,District Of Columbia,001,009902,2,209,,A,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,98,98,0,0,28,31,33,33,0,0,33,31,2,45,53,0,96,0,0,0,0,0,0,0,0,0,0,0,0,2,98,0,0,0,0,0,0,0,0,0,2,3,2,1,0,3,3,1,5,2,3,1,4,0,2,4,5,17,10,20,4,2,2,2,0,0,1,1,1,1,0,2,2,0,2,1,2,0,1,0,2,2,2,7,6,8,3,0,1,0,0,0,1,2,1,0,0,1,1,1,3,1,1,1,3,0,0,2,3,10,4,12,1,2,1,2,0,0,32.4,31.8,32.8,7,18,71,2,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,1,0,1,14,24,1,3,4,28,23,44,0,1,2,0,0,0,1,2,23,0,5,0,0,0,23,1,1,0,0,0,7,18,15,0,1,0,1,0,1,0,0,0,0,0,0,0,6,0,0,2,0,1,1,,,,,0,1,0,1,0,31,29,2,0,30,0,0,1,0,,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,1,2,29,5.6,222,,,4,0,5,3,6,9,10,2,1,,,,,,,,,,,,,3.22,3.16,98,,,30,1,0,,,,,,,0,0,0,0,0,0,0,8,11,3,1,0,0,59500,1465000,42500,23,1,0,0,,,,,,,,,,,,,,,,,0,,0,33,0,31,0,2,0,,,,,0,,,4,,,0,4,0,0,0,1,32,1,0,0,0,29,3,5,8,0,14,1,0,13,0,2,2,0,0,1,0,0
G1100010009902210,11001009902210,1980,S,3,5,District Of Columbia,11,"WASHINGTON, D.C.-MD.-VA.",8840,District Of Columbia,001,009902,2,210,,A,,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,442,442,0,0,110,129,132,132,0,0,132,129,3,223,219,5,431,5,0,0,0,0,0,0,0,0,1,0,0,0,437,4,0,0,1,5,2,3,0,0,10,7,6,3,5,13,22,13,11,12,11,14,14,13,8,28,25,16,47,84,38,10,15,12,5,0,9,2,3,1,4,9,11,8,6,7,6,8,6,4,4,16,12,9,21,34,19,7,7,8,2,0,1,5,3,2,1,4,11,5,5,5,5,6,8,9,4,12,13,7,26,50,19,3,8,4,3,0,31.9,28.1,36.3,23,90,312,17,,,,,23,86,308,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,89,5,3,5,63,89,10,14,11,110,84,210,12,9,10,7,0,0,7,7,84,5,21,2,3,0,63,22,21,7,0,0,20,86,50,3,14,0,8,2,4,0,2,1,0,0,0,4,30,0,3,12,0,4,11,4,11,0,0,11,0,3,0,0,129,121,8,3,124,1,1,0,,116,,,0,,8,,,0,3,1,2,0,,,,,,,,,0,0,0,0,0,0,0,6,6,33,87,5.6,791,734,48,0,9,0,14,37,18,25,17,18,13,36,16,23,17,16,1,1,2,2,0,2,3.25,3.43,442,413,29,120,8,1,113,7,1,7,1,0,0,0,1,0,0,2,11,38,52,0,0,0,0,50000,5246250,0,104,0,0,0,0,0,0,0,0,0,0,2,1,1,4,0,0,0,300,2339,692,8,3,132,0,129,0,3,0,121,0,8,0,0,0,0,53,49,4,0,53,0,0,0,0,119,13,0,0,4,39,10,4,7,7,19,1,0,14,3,3,5,0,0,0,3,0
G1100010009902211,11001009902211,1980,S,3,5,District Of Columbia,11,"WASHINGTON, D.C.-MD.-VA.",8840,District Of Columbia,001,009902,2,211,,A,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,214,0,0,58,65,65,65,0,0,65,65,0,106,108,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,2,8,4,1,1,9,9,5,4,4,7,4,8,6,3,11,13,17,26,35,18,9,5,5,0,0,2,4,3,0,1,5,5,3,3,2,2,3,4,3,3,8,6,9,10,14,9,4,1,2,0,0,0,4,1,1,0,4,4,2,1,2,5,1,4,3,0,3,7,8,16,21,9,5,4,3,0,0,32.4,26.7,37.5,14,40,155,5,0,0,0,0,14,40,155,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,45,2,1,2,27,44,4,8,9,58,43,104,1,2,5,1,0,0,2,4,43,4,11,0,1,0,35,7,12,0,0,0,14,40,25,1,5,0,1,1,3,0,0,0,0,0,0,1,11,0,0,4,0,3,1,3,1,0,0,2,0,0,0,0,65,59,6,0,65,0,0,0,0,59,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,15,45,5.6,375,340,35,0,0,0,6,16,17,14,7,5,4,14,15,14,7,5,2,2,2,0,0,0,3.12,3.29,214,202,12,58,4,3,52,4,3,6,0,0,0,0,0,0,1,3,5,12,30,2,0,0,0,55500,2816250,0,53,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,275,1364,0,5,0,65,0,65,0,0,0,59,0,6,0,0,0,0,44,44,0,0,44,0,0,0,0,64,1,0,0,0,17,2,3,2,1,12,2,0,16,0,0,8,1,1,1,2,0
G1100010009902212,11001009902212,1980,S,3,5,District Of Columbia,11,"WASHINGTON, D.C.-MD.-VA.",8840,District Of Columbia,001,009902,2,212,,A,,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,169,169,0,0,47,58,62,62,0,0,62,58,4,87,82,14,154,0,0,0,0,0,0,0,0,0,0,0,0,1,168,0,1,0,0,1,0,0,0,1,1,2,2,1,0,7,15,1,8,2,5,1,5,3,2,8,10,8,15,29,15,3,6,15,5,0,1,1,2,1,0,2,12,1,5,2,1,0,5,1,2,3,5,3,5,12,9,0,5,8,1,0,0,1,0,0,0,5,3,0,3,0,4,1,0,2,0,5,5,5,10,17,6,3,1,7,4,0,37.3,29.5,42,5,39,105,20,,,,,5,38,100,11,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,24,33,4,1,5,18,35,4,8,8,47,32,79,0,4,7,0,0,0,4,7,32,6,9,0,0,0,21,15,8,0,0,0,5,39,12,3,8,0,9,6,2,0,1,2,0,0,0,7,14,0,3,12,0,3,12,2,12,1,0,0,3,1,0,0,58,52,6,8,49,0,0,1,,44,0,0,,,5,0,0,,1,0,0,1,,,,,,,,,0,0,0,0,0,0,0,2,2,17,41,5.6,373,324,29,16,4,0,11,18,10,8,7,4,9,16,9,8,6,4,2,2,1,0,1,0,2.5,2.91,169,155,14,58,0,0,52,0,0,6,0,0,0,0,1,0,0,4,3,13,25,2,0,0,0,53600,2561250,207500,48,3,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,225,1013,287,5,1,62,0,58,0,4,0,52,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,59,3,0,0,2,19,0,1,6,1,12,0,0,11,4,4,0,0,0,1,0,0
G1100010009902213,11001009902213,1980,S,3,5,District Of Columbia,11,"WASHINGTON, D.C.-MD.-VA.",8840,District Of Columbia,001,009902,2,213,,A,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,393,393,0,0,98,114,114,114,0,0,114,114,0,187,206,23,370,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,1,0,0,1,0,1,0,0,2,4,5,1,4,15,32,8,9,13,18,9,13,9,6,15,32,23,42,64,21,11,10,24,2,1,1,2,3,1,1,9,16,2,4,5,11,6,10,4,4,8,14,7,19,28,10,6,5,10,0,1,1,2,2,0,3,6,16,6,5,8,7,3,3,5,2,7,18,16,23,36,11,5,5,14,2,0,30.3,27.3,32.8,11,100,255,27,0,0,13,10,11,100,242,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,62,70,10,3,7,61,70,11,15,13,98,69,194,14,4,12,2,0,0,4,10,69,7,22,0,2,0,66,23,21,1,0,0,11,99,43,4,19,0,9,6,6,0,0,5,1,0,0,4,25,1,4,15,1,6,14,3,14,3,0,14,0,0,0,0,114,101,13,12,102,0,0,0,12,89,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,15,89,5.6,696,612,84,0,0,0,14,25,26,19,13,17,13,24,22,17,8,17,1,1,4,2,5,0,3.19,3.45,393,345,48,104,6,4,92,6,3,12,0,1,0,0,0,1,0,7,4,36,34,0,1,0,0,48200,4168750,0,83,0,0,0,0,0,0,1,1,0,0,0,0,3,7,0,0,0,314,3581,0,12,0,114,0,114,0,0,0,101,0,13,0,0,0,0,60,55,5,0,60,0,0,0,0,104,9,0,1,9,59,7,3,5,7,36,8,3,24,0,0,10,1,0,0,3,0
G1100010009902215,11001009902215,1980,S,3,5,District Of Columbia,11,"WASHINGTON, D.C.-MD.-VA.",8840,District Of Columbia,001,009902,2,215,,A,,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,270,270,0,0,57,160,167,167,0,0,167,160,7,129,141,21,244,0,0,0,0,0,0,0,1,0,0,0,0,4,266,0,0,2,2,4,0,0,0,4,6,5,11,1,1,12,12,2,1,0,3,1,2,5,5,26,38,43,32,29,11,3,7,10,4,0,4,4,6,0,0,4,5,2,1,0,1,1,1,3,3,8,16,23,17,14,5,2,4,3,2,0,2,1,5,1,1,8,7,0,0,0,2,0,1,2,2,18,22,20,15,15,6,1,3,7,2,0,30.5,31.2,29.7,22,32,202,14,0,0,16,5,22,32,181,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,43,29,12,6,14,44,27,16,8,21,57,27,73,1,53,50,9,0,0,49,47,27,6,24,4,3,1,25,25,3,0,0,0,22,31,18,1,20,0,2,1,3,0,4,4,0,0,0,11,9,0,8,4,0,2,10,1,4,1,6,8,0,7,0,0,160,16,144,14,141,0,1,4,5,11,0,,,9,130,0,,,4,0,0,4,,,,,,,,,0,0,0,0,0,18,17,67,26,23,16,3.2,580,107,443,0,30,0,96,36,16,8,3,1,7,1,3,2,2,1,89,35,13,6,1,0,1.33,1.69,270,43,227,150,5,5,15,1,0,135,4,5,0,0,0,0,1,0,0,1,12,1,1,0,0,65000,1098750,0,16,0,0,0,0,1,0,1,5,14,15,68,35,2,0,1,0,0,185,26559,1368,142,7,163,4,156,4,7,0,16,0,140,4,1,0,1,34,7,27,6,32,2,0,3,0,46,5,116,0,5,59,4,1,24,4,31,3,3,30,1,1,10,3,4,9,1,3
G1100010009902216,11001009902216,1980,S,3,5,District Of Columbia,11,"WASHINGTON, D.C.-MD.-VA.",8840,District Of Columbia,001,009902,2,216,,A,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,175,175,0,0,49,59,62,62,0,0,62,59,3,77,98,22,153,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,3,3,0,3,0,0,1,3,3,0,2,2,9,2,3,7,3,4,4,6,6,9,11,12,14,31,12,6,7,7,10,1,0,3,0,0,1,2,8,0,1,3,0,0,2,5,5,2,5,3,5,14,5,2,5,3,2,1,1,0,3,0,1,0,1,2,2,4,3,4,2,1,1,7,6,9,9,17,7,4,2,4,8,0,35.4,32.5,37.2,7,28,122,18,1,1,11,9,6,27,111,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,22,37,1,1,2,33,38,2,12,5,49,37,76,0,0,10,3,0,0,0,7,37,2,10,0,3,1,18,7,9,0,0,0,7,27,14,1,7,0,8,5,3,0,0,2,0,0,0,2,16,1,2,11,0,3,10,3,9,0,1,3,0,1,0,2,59,48,11,11,48,0,0,0,10,38,0,0,0,1,10,0,0,0,2,0,2,0,,,,,,,,,0,0,0,0,0,3,0,1,7,7,44,5.6,367,317,39,0,1,10,7,23,11,8,5,5,3,19,9,7,5,5,4,4,2,1,0,0,2.48,2.97,175,153,22,57,0,2,48,0,0,9,0,2,0,1,0,0,0,1,4,17,22,0,0,0,0,49700,2302500,0,45,0,0,0,0,0,0,3,2,0,4,0,0,0,2,0,0,0,161,1975,185,11,1,61,1,58,1,3,0,48,0,10,1,1,0,1,6,0,6,2,4,2,0,1,0,52,10,0,0,5,21,8,1,2,1,11,2,2,14,0,1,5,2,0,1,1,2
G1100010009902217,11001009902217,1980,S,3,5,District Of Columbia,11,"WASHINGTON, D.C.-MD.-VA.",8840,District Of Columbia,001,009902,2,217,,A,,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,80,80,0,0,19,24,24,24,0,0,24,24,0,38,42,3,74,3,0,0,0,0,0,0,0,0,0,0,0,0,77,3,0,0,0,3,0,0,3,0,0,4,0,3,0,2,4,2,1,2,1,1,1,1,0,9,9,6,4,12,10,1,0,7,0,0,0,2,0,3,0,0,2,2,1,1,0,0,0,1,0,4,4,2,3,7,4,1,0,1,0,0,0,2,0,0,0,2,2,0,0,1,1,1,1,0,0,5,5,4,1,5,6,0,0,6,0,0,30,28.8,31.3,4,15,54,7,,,,,4,15,50,5,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,12,12,2,1,2,10,13,0,6,7,19,10,38,1,2,3,7,0,0,1,2,10,1,8,1,1,0,11,0,7,1,0,0,3,15,8,1,2,1,3,0,2,0,1,1,0,0,0,1,5,1,1,4,1,1,5,,,,,3,0,0,0,0,24,23,1,2,21,1,0,0,,20,,0,0,,1,,0,0,1,0,0,1,,,,,,,,,0,,,0,0,0,0,2,0,1,21,5.6,163,,,0,0,0,3,4,4,8,5,0,,,,,,,,,,,,,3.63,3.33,80,,,23,1,0,,,,,,,0,0,0,0,0,0,1,7,7,0,0,0,0,49300,772500,0,15,0,0,0,,,,,,,,,,,,,,,,,0,,0,24,0,24,0,0,0,,,,,0,,,4,,,0,4,0,0,0,0,17,7,0,0,0,21,3,1,2,1,16,2,0,4,0,0,1,0,1,0,1,0
G1100010009902218,11001009902218,1980,S,3,5,District Of Columbia,11,"WASHINGTON, D.C.-MD.-VA.",8840,District Of Columbia,001,009902,2,218,,A,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,172,172,0,0,49,60,62,62,0,0,62,60,2,87,85,5,166,0,0,0,0,0,0,0,0,0,0,0,0,1,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,4,0,4,2,0,2,2,2,7,15,3,28,31,21,2,11,13,3,2,0,0,0,0,0,6,4,2,0,4,2,0,1,2,2,2,10,1,14,14,10,2,4,6,0,1,0,0,0,0,0,3,7,2,0,0,0,0,1,0,0,5,5,2,14,17,11,0,7,7,3,1,43.9,40.4,47.1,0,30,124,18,,,,,0,30,122,14,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39,2,1,6,14,39,4,13,3,49,39,71,0,4,7,2,0,0,4,5,39,1,9,0,2,0,25,0,5,0,0,0,0,30,14,0,4,0,7,3,2,0,1,3,2,0,0,5,17,2,4,8,2,3,11,,,,,2,0,0,0,2,60,56,4,4,55,0,0,1,,51,0,0,,,4,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,2,0,4,56,5.6,398,,,0,0,14,9,16,18,10,5,2,,,,,,,,,,,,,2.78,2.87,172,,,59,1,0,,,,,,,0,0,0,0,0,1,5,24,18,1,0,0,0,47700,2420000,0,49,0,0,0,,,,,,,,,,,,,,,,,0,,0,62,0,60,0,2,0,,,,,0,,,6,,,0,6,0,0,0,0,61,1,0,0,0,42,3,0,14,1,26,6,1,13,0,0,4,0,1,2,4,0
G1100010009902219,11001009902219,1980,S,3,5,District Of Columbia,11,"WASHINGTON, D.C.-MD.-VA.",8840,District Of Columbia,001,009902,2,219,,A,,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,187,187,0,0,52,60,61,61,0,0,61,60,1,91,96,15,171,0,0,0,0,0,0,0,0,0,0,0,0,1,184,3,0,0,0,3,0,3,0,0,3,3,2,0,2,3,11,3,6,2,6,3,4,5,4,9,13,15,13,32,17,4,5,15,6,1,1,3,1,0,0,3,3,1,2,0,3,1,2,2,4,5,10,5,6,16,6,2,3,9,3,0,2,0,1,0,2,0,8,2,4,2,3,2,2,3,0,4,3,10,7,16,11,2,2,6,3,1,34.8,34.5,35,8,33,124,22,,,,,8,30,117,16,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,28,44,1,3,3,23,41,3,10,4,52,38,86,1,3,5,2,0,0,3,4,38,5,9,0,1,0,24,8,9,0,0,0,8,33,16,2,5,0,10,6,2,0,2,2,0,0,0,5,14,0,4,12,0,2,14,,,,,2,0,0,0,1,60,58,2,7,53,0,0,0,7,51,0,0,0,0,2,0,0,0,1,0,1,0,,,,,,,,,0,,,0,0,0,0,2,2,6,51,5.6,381,,,0,0,8,7,16,16,10,7,4,,,,,,,,,,,,,2.94,3.12,187,,,57,3,0,,,,,,,0,0,0,1,1,1,3,17,27,0,0,0,0,52200,2527500,0,50,0,0,0,,,,,,,,,,,,,,,,,0,,0,61,0,60,0,1,0,,,,,0,,,15,,,0,15,0,0,0,0,55,6,0,0,1,52,12,9,14,8,26,3,0,16,0,1,5,1,2,0,3,0
